gene	locus_tag	start	end	length_bp
yqcC	BSU_25950	2667390	2668490	1101
yqcB	BSU_25960	2668493	2668765	273
yqcA	BSU_25970	2668762	2669340	579
yqbT	BSU_25980	2669324	2670370	1047
yqbS	BSU_25990	2670363	2670788	426
yqbR	BSU_26000	2670801	2671064	264
yqbQ	BSU_26010	2671061	2672041	981
yqbP	BSU_26020	2672054	2672713	660
yqbO	BSU_26030	2672706	2677463	4758
txpA	BSU_26050	2678240	2678419	180
bsrH	BSU_26055	2678799	2678888	90
yqbM	BSU_26060	2679142	2679585	444
yqbK	BSU_26075	2679588	2680988	1401
yqzN	BSU_26089	2680989	2681180	192
yqbJ	BSU_26090	2681177	2681614	438
yqbI	BSU_26100	2681627	2682130	504
yqbH	BSU_26110	2682127	2682489	363
yqbG	BSU_26120	2682486	2682881	396
yqbF	BSU_26130	2682885	2683196	312
yqbE	BSU_26140	2683207	2684142	936
yqbD	BSU_26150	2684161	2685129	969
yqbC	BSU_26160	2685162	2685815	654
yqbB	BSU_26170	2685856	2686773	918
yqbA	BSU_26180	2686770	2688302	1533
yqaT	BSU_26190	2688306	2689601	1296
yqaS	BSU_26200	2689594	2690313	720
yqaR	BSU_26210	2690381	2690845	465
yqaQ	BSU_26220	2690989	2691444	456
yqaP	BSU_26230	2691642	2692571	930
yqaO	BSU_26240	2692645	2692851	207
yqaN	BSU_26250	2692933	2693361	429
yqzO	BSU_26259	2693457	2693606	150
sknM	BSU_26260	2693597	2694538	942
yqaL	BSU_26270	2694420	2695097	678
yqaK	BSU_26280	2695173	2696027	855
yqaJ	BSU_26290	2696030	2696989	960
yqaI	BSU_26300	2697095	2697289	195
sknH	BSU_26310	2697419	2697676	258
yqaG	BSU_26320	2697673	2698242	570
yqdA	BSU_26330	2698316	2698456	141
yqaF	BSU_26340	2698486	2698716	231
sknR	BSU_26350	2698893	2699243	351
yqaD	BSU_26360	2699510	2699677	168
yqaC	BSU_26370	2700033	2700569	537
yqaB	BSU_26380	2700838	2701356	519
yrkS	BSU_26400	2701979	2702143	165
psiE	BSU_26410	2702688	2703104	417
yrkQ	BSU_26420	2703150	2704448	1299
yrkP	BSU_26430	2704435	2705130	696
yrkO	BSU_26440	2705398	2706615	1218
yrkN	BSU_26450	2707127	2707684	558
yrkL	BSU_26470	2708175	2708699	525
yrkK	BSU_26480	2708943	2709419	477
yrkJ	BSU_26490	2710002	2710787	786
yrkI	BSU_26500	2710848	2711075	228
yrkH	BSU_26510	2711109	2712242	1134
yrkF	BSU_26530	2712577	2713134	558
yrkE	BSU_26540	2713320	2713802	483
yrkD	BSU_26550	2713949	2714140	192
yrkC	BSU_26560	2714933	2715493	561
yrkB	BSU_26570	2715719	2715865	147
bltR	BSU_26580	2716035	2716856	822
blt	BSU_26590	2716973	2718175	1203
bltD	BSU_26600	2718344	2718802	459
yrkA	BSU_26610	2718959	2720263	1305
yrzO	BSU_26619	2720526	2720669	144
yrdR	BSU_26620	2720687	2721652	966
czcR	BSU_26630	2721778	2722644	867
yrdP	BSU_26640	2722767	2723804	1038
czcD	BSU_26650	2723892	2724827	936
yrdN	BSU_26660	2725114	2725503	390
gltR	BSU_26670	2725837	2726727	891
yrdK	BSU_26680	2726885	2727202	318
brnQ	BSU_26690	2727160	2728482	1323
azlD	BSU_26700	2728647	2728979	333
azlC	BSU_26710	2728976	2729740	765
azlB	BSU_26720	2729753	2730226	474
yrdF	BSU_26730	2730560	2730835	276
cypA	BSU_26740	2731107	2732339	1233
yrdC	BSU_26760	2732980	2733543	564
yrdB	BSU_26770	2733772	2734143	372
yrdA	BSU_26780	2734953	2735456	504
aadK	BSU_26790	2735682	2736536	855
yrpB	BSU_26800	2736915	2737958	1044
murI	BSU_26810	2738308	2739105	798
yrpD	BSU_26820	2739486	2740193	708
yrpDX	BSU_26826	2740769	2740846	78
zinT	BSU_26830	2741357	2742112	756
sigZ	BSU_26840	2742244	2742774	531
yrpG	BSU_26850	2742909	2743889	981
yraO	BSU_26860	2744163	2745479	1317
yraN	BSU_26870	2745594	2746463	870
prpF	BSU_26880	2746608	2747711	1104
csn	BSU_26890	2747984	2748817	834
yraL	BSU_26900	2749260	2749523	264
yraK	BSU_26910	2749660	2750475	816
yraJ	BSU_26920	2750883	2751239	357
yraI	BSU_26930	2751292	2751651	360
yraH	BSU_26940	2752167	2752553	387
yraG	BSU_26950	2752802	2753047	246
yraF	BSU_26960	2753065	2753433	369
adhB	BSU_26970	2753452	2754588	1137
yraE	BSU_26980	2754607	2754804	198
yraD	BSU_26990	2754820	2755119	300
adhR	BSU_27000	2755382	2755804	423
yrzP	BSU_27009	2755987	2756181	195
adhA	BSU_27010	2756312	2757361	1050
sufL	BSU_27020	2757492	2758001	510
sacC	BSU_27030	2758043	2760076	2034
levG	BSU_27040	2760233	2761060	828
levF	BSU_27050	2761081	2761890	810
levE	BSU_27060	2761907	2762395	489
levD	BSU_27070	2762395	2762835	441
levR	BSU_27080	2763025	2765832	2808
aapA	BSU_27090	2766558	2767946	1389
yrhP	BSU_27100	2768042	2768674	633
yrhO	BSU_27110	2768827	2769654	828
sigV	BSU_27120	2769850	2770350	501
rsiV	BSU_27130	2770350	2771207	858
oatA	BSU_27140	2771318	2773222	1905
yrhK	BSU_27150	2773356	2773646	291
cypB	BSU_27160	2773890	2777054	3165
bscR	BSU_27170	2777070	2777654	585
yrhH	BSU_27180	2777877	2778419	543
yrzI	BSU_27190	2778923	2779072	150
yrhG	BSU_27200	2779462	2780262	801
yrhF	BSU_27210	2780525	2780893	369
yrhE	BSU_27220	2781209	2784151	2943
yrhD	BSU_27230	2784170	2784652	483
yrhC	BSU_27240	2784688	2784918	231
mccB	BSU_27250	2785001	2786140	1140
mccA	BSU_27260	2786142	2787065	924
mtnN	BSU_27270	2787130	2787825	696
yrrT	BSU_27280	2787846	2788487	642
yrzA	BSU_27290	2788680	2788883	204
yrrS	BSU_27300	2788920	2789621	702
pbpI	BSU_27310	2789686	2791440	1755
greA	BSU_27320	2791494	2791967	474
udk	BSU_27330	2792218	2792853	636
yrrO	BSU_27340	2792860	2794128	1269
yrrN	BSU_27350	2794147	2795076	930
yrrM	BSU_27360	2795082	2795735	654
yrrL	BSU_27370	2795887	2796969	1083
yrzB	BSU_27380	2797100	2797381	282
rimF	BSU_27390	2797399	2797815	417
yrzL	BSU_27400	2797823	2798089	267
alaS	BSU_27410	2798174	2800810	2637
yrrI	BSU_27420	2801141	2802202	1062
glnQ	BSU_27430	2802358	2803086	729
glnH	BSU_27440	2803108	2803929	822
glnM	BSU_27450	2803990	2804640	651
glnP	BSU_27460	2804657	2805313	657
yrzQ	BSU_27468	2805348	2805479	132
yrzR	BSU_27469	2805501	2805692	192
yrrD	BSU_27470	2805704	2806228	525
recDB	BSU_27480	2806286	2808682	2397
yrrB	BSU_27490	2808707	2809327	621
mnmA	BSU_27500	2809413	2810528	1116
iscSA	BSU_27510	2810559	2811698	1140
cymR	BSU_27520	2811717	2812133	417
rarA	BSU_27530	2812336	2813601	1266
tcdA	BSU_27540	2813643	2814407	765
aspS	BSU_27550	2814743	2816521	1779
hisS	BSU_27560	2816535	2817809	1275
yrzK	BSU_27570	2818191	2818361	171
yrvJ	BSU_27580	2818494	2820050	1557
dtd	BSU_27590	2820077	2820475	399
rsh	BSU_27600	2820529	2822733	2205
apt	BSU_27610	2822901	2823413	513
recJ	BSU_27620	2823419	2825779	2361
yrvD	BSU_27630	2825846	2826169	324
yrvC	BSU_27640	2826245	2826742	498
secDF	BSU_27650	2826900	2829113	2214
comN	BSU_27660	2829152	2829448	297
spoVB	BSU_27670	2829564	2831120	1557
yrbG	BSU_27680	2831124	2831780	657
yrzE	BSU_27690	2831915	2832367	453
yrbF	BSU_27700	2832424	2832690	267
tgt	BSU_27710	2832727	2833872	1146
queA	BSU_27720	2833899	2834927	1029
yrzS	BSU_27729	2834957	2835157	201
ruvB	BSU_27730	2835150	2836154	1005
ruvA	BSU_27740	2836165	2836770	606
bofC	BSU_27750	2836909	2837421	513
csbX	BSU_27760	2837469	2838776	1308
yrbE	BSU_27770	2838847	2839872	1026
yrzF	BSU_27785	2840110	2840757	648
yrzH	BSU_27800	2841010	2841300	291
yrzT	BSU_27809	2841307	2841447	141
alaP	BSU_27810	2841611	2843065	1455
yrbC	BSU_27820	2843106	2843828	723
sgpA	BSU_27830	2843931	2844527	597
safA	BSU_27840	2844675	2845838	1164
nadA	BSU_27850	2845955	2847061	1107
nadC	BSU_27860	2847048	2847917	870
nadB	BSU_27870	2847871	2849466	1596
nifS	BSU_27880	2849569	2850756	1188
niaR	BSU_27890	2850716	2851258	543
pheA	BSU_27900	2851283	2852140	858
thrR	BSU_27910	2852157	2852600	444
obgE	BSU_27920	2852661	2853947	1287
spo0B	BSU_27930	2853981	2854559	579
rpmA	BSU_27940	2854880	2855164	285
rppA	BSU_27950	2855177	2855515	339
rplU	BSU_27960	2855518	2855826	309
spoIVFB	BSU_27970	2855973	2856839	867
spoIVFA	BSU_27980	2856832	2857626	795
minD	BSU_27990	2857776	2858582	807
minC	BSU_28000	2858584	2859264	681
mreD	BSU_28010	2859317	2859835	519
mreC	BSU_28020	2859832	2860704	873
mreB	BSU_28030	2860735	2861748	1014
ysxA	BSU_28040	2861840	2862535	696
maf	BSU_28050	2862572	2863141	570
spoIIB	BSU_28060	2863294	2864292	999
comC	BSU_28070	2864426	2865172	747
folC	BSU_28080	2865312	2866604	1293
valS	BSU_28090	2866664	2869306	2643
yszA	BSU_28099	2869754	2869945	192
cotN	BSU_28100	2869964	2870989	1026
spoVID	BSU_28110	2871022	2872749	1728
hemL	BSU_28120	2872880	2874172	1293
hemB	BSU_28130	2874202	2875176	975
hemD	BSU_28140	2875173	2875961	789
hemC	BSU_28150	2875951	2876895	945
hemX	BSU_28160	2876928	2877758	831
hemA	BSU_28170	2877766	2879133	1368
ysxD	BSU_28180	2879363	2879860	498
engB	BSU_28190	2879882	2880469	588
lonA	BSU_28200	2880466	2882790	2325
lonB	BSU_28210	2882971	2884629	1659
clpX	BSU_28220	2884781	2886043	1263
tig	BSU_28230	2886315	2887589	1275
ysoA	BSU_28240	2887817	2888821	1005
leuD	BSU_28250	2888940	2889539	600
leuC	BSU_28260	2889552	2890970	1419
leuB	BSU_28270	2891020	2892117	1098
leuA	BSU_28280	2892138	2893694	1557
ilvC	BSU_28290	2893681	2894709	1029
ilvH	BSU_28300	2894733	2895251	519
ilvB	BSU_28310	2895248	2896972	1725
cotQ	BSU_28320	2897788	2898123	336
ysnE	BSU_28330	2898292	2898747	456
ysnF	BSU_28340	2898931	2899752	822
ysnB	BSU_28350	2900020	2900529	510
rdgB	BSU_28360	2900545	2901141	597
rph	BSU_28370	2901154	2901891	738
gerM	BSU_28380	2902002	2903102	1101
rcmE	BSU_28390	2903217	2904035	819
ysmB	BSU_28400	2904043	2904483	441
gerE	BSU_28410	2904727	2904951	225
ysmA	BSU_28420	2905067	2905510	444
sdhB	BSU_28430	2905571	2906332	762
sdhA	BSU_28440	2906335	2908095	1761
sdhC	BSU_28450	2908129	2908737	609
yslB	BSU_28460	2909030	2909476	447
lysCA	BSU_28470	2909520	2910746	1227
lysCB	BSU_28475	2909520	2910011	492
uvrC	BSU_28490	2911116	2912888	1773
trxA	BSU_28500	2913024	2913338	315
abfB	BSU_28510	2913661	2915148	1488
etfA	BSU_28520	2915365	2916342	978
etfB	BSU_28530	2916378	2917151	774
fadB	BSU_28540	2917166	2917942	777
fadR	BSU_28550	2917957	2918541	585
lcfA	BSU_28560	2918646	2920328	1683
yshE	BSU_28570	2920517	2920921	405
mutSB	BSU_28580	2920936	2923293	2358
polX	BSU_28590	2923314	2925026	1713
yshB	BSU_28600	2925100	2925633	534
zapA	BSU_28610	2925640	2925897	258
rnhC	BSU_28620	2926031	2926972	942
pheT	BSU_28630	2927008	2929422	2415
pheS	BSU_28640	2929438	2930472	1035
rlmBB	BSU_28650	2930827	2931573	747
sspI	BSU_28660	2931692	2931907	216
ysfB	BSU_28670	2931976	2933082	1107
glcD	BSU_28680	2933185	2934597	1413
glcF	BSU_28690	2934594	2935928	1335
ysfE	BSU_28700	2935967	2936209	243
cstA	BSU_28710	2936382	2938178	1797
abfA	BSU_28720	2938330	2939832	1503
araQ	BSU_28730	2939851	2940696	846
araP	BSU_28740	2940697	2941638	942
araN	BSU_28750	2941674	2942975	1302
egsA	BSU_28760	2943006	2944190	1185
araL	BSU_28770	2944187	2945005	819
araD	BSU_28780	2944983	2945672	690
araB	BSU_28790	2945689	2947371	1683
araA	BSU_28800	2947385	2948875	1491
abnA	BSU_28810	2949053	2950024	972
frvX	BSU_28820	2950221	2951306	1086
ysdB	BSU_28830	2951490	2951882	393
ysdA	BSU_28840	2951898	2952167	270
rplT	BSU_28850	2952224	2952583	360
rpmI	BSU_28860	2952615	2952815	201
infC	BSU_28870	2952828	2953349	522
yscB	BSU_28890	2953795	2954460	666
pftB	BSU_28900	2954492	2955187	696
pftA	BSU_28910	2955209	2955649	441
lytT	BSU_28920	2955783	2956508	726
lytS	BSU_28930	2956486	2958267	1782
ysaA	BSU_28940	2958434	2959216	783
thrS	BSU_28950	2959257	2961188	1932
ytxC	BSU_28960	2961586	2962431	846
ytxB	BSU_28970	2962510	2963151	642
dnaI	BSU_28980	2963185	2964120	936
dnaB	BSU_28990	2964148	2965566	1419
nrdR	BSU_29000	2965681	2966139	459
speD	BSU_29010	2966413	2966793	381
gapB	BSU_29020	2967032	2968054	1023
ytcD	BSU_29030	2968260	2968640	381
ytbD	BSU_29040	2968824	2970014	1191
ytbE	BSU_29050	2970038	2970880	843
coaE	BSU_29060	2970922	2971515	594
spcF	BSU_29070	2971531	2972163	633
mutM	BSU_29080	2972329	2973159	831
polA	BSU_29090	2973182	2975824	2643
phoR	BSU_29100	2976068	2977807	1740
phoP	BSU_29110	2977800	2978522	723
mdh	BSU_29120	2978734	2979672	939
icd	BSU_29130	2979716	2980987	1272
citZ	BSU_29140	2981151	2982269	1119
ytwI	BSU_29150	2982603	2983067	465
ytvI	BSU_29160	2983164	2984279	1116
ytzA	BSU_29170	2984312	2984695	384
pyk	BSU_29180	2984788	2986545	1758
pfkA	BSU_29190	2986588	2987547	960
accA	BSU_29200	2987731	2988708	978
accD	BSU_29210	2988693	2989565	873
maeB	BSU_29220	2989900	2991132	1233
dnaEC	BSU_29230	2991269	2994616	3348
ytrH	BSU_29239	2994756	2995097	342
ytrI	BSU_29240	2995094	2995597	504
ytzJ	BSU_29249	2995699	2995890	192
nrnA	BSU_29250	2995908	2996849	942
ytpI	BSU_29260	2996980	2997282	303
ytoI	BSU_29270	2997301	2998620	1320
ytnM	BSU_29280	2998796	2999698	903
sndA	BSU_29290	2999717	3000967	1251
ribR	BSU_29300	3000985	3001677	693
cmoJ	BSU_29310	3001724	3003052	1329
cmoI	BSU_29320	3003049	3003330	282
cmoO	BSU_29330	3003345	3004349	1005
tcyN	BSU_29340	3004346	3005125	780
tcyM	BSU_29350	3005122	3005829	708
tcyL	BSU_29360	3005859	3006578	720
tcyK	BSU_29370	3006600	3007412	813
tcyJ	BSU_29380	3007426	3008235	810
snaA	BSU_29390	3008249	3008785	537
ascR	BSU_29400	3008938	3009864	927
ytkL	BSU_29410	3009915	3010598	684
ytkK	BSU_29420	3010661	3011428	768
ytzD	BSU_29430	3011555	3011791	237
argH	BSU_29440	3011751	3013136	1386
argG	BSU_29450	3013133	3014344	1212
moaB	BSU_29460	3014514	3015026	513
ackA	BSU_29470	3015111	3016298	1188
ytxK	BSU_29480	3016646	3017635	990
tpx	BSU_29490	3017696	3018199	504
gerW	BSU_29500	3018309	3018764	456
ytfI	BSU_29510	3018778	3019458	681
yteJ	BSU_29520	3019533	3020027	495
sppA	BSU_29530	3020040	3021047	1008
ppnKB	BSU_29540	3021233	3022036	804
ytcJ	BSU_29550	3022068	3023657	1590
ytcI	BSU_29560	3023677	3025266	1590
sspA	BSU_29570	3025445	3025654	210
trmG	BSU_29580	3025748	3026953	1206
iscSB	BSU_29590	3026957	3028102	1146
braB	BSU_29600	3028297	3029634	1338
ezrA	BSU_29610	3029729	3031417	1689
hisK	BSU_29620	3031614	3032420	807
refZ	BSU_29630	3032417	3033040	624
msrC	BSU_29640	3033167	3033658	492
dgcP	BSU_29650	3033696	3035435	1740
rpsD	BSU_29660	3035730	3036332	603
tyrS	BSU_29670	3036603	3037871	1269
acsA	BSU_29680	3038213	3039931	1719
acuA	BSU_29690	3040092	3040724	633
acuB	BSU_29700	3040751	3041395	645
acuC	BSU_29710	3041392	3042555	1164
motS	BSU_29720	3042566	3043294	729
motP	BSU_29730	3043284	3044102	819
ccpA	BSU_29740	3044165	3045169	1005
aroX	BSU_29750	3045445	3046521	1077
brxJ	BSU_29760	3046757	3047083	327
ytxH	BSU_29770	3047107	3047562	456
ytxG	BSU_29780	3047593	3048015	423
murC	BSU_29790	3048177	3049475	1299
sftA	BSU_29805	3049725	3052583	2859
ytpR	BSU_29820	3052743	3053348	606
ytpQ	BSU_29830	3053364	3054173	810
ytpP	BSU_29840	3054188	3054511	324
ytoQ	BSU_29850	3054746	3055192	447
ytoP	BSU_29860	3055247	3056320	1074
ytzB	BSU_29870	3056479	3056796	318
maeC	BSU_29880	3056849	3058549	1701
ytnP	BSU_29890	3058631	3059401	771
trmB	BSU_29900	3059547	3060188	642
ytzH	BSU_29910	3060395	3060673	279
ytmP	BSU_29920	3060674	3061288	615
amyX	BSU_29930	3061651	3063807	2157
ytlR	BSU_29940	3063833	3064762	930
ytlQ	BSU_29950	3064811	3065725	915
ytlP	BSU_29960	3065751	3066302	552
ytkP	BSU_29970	3066451	3067386	936
ytjP	BSU_29980	3067420	3068811	1392
pbuO	BSU_29990	3068908	3070206	1299
ythQ	BSU_30000	3070246	3071403	1158
ythP	BSU_30010	3071400	3072110	711
ytzE	BSU_30020	3072401	3072622	222
rsuA	BSU_30035	3072743	3073462	720
murJ	BSU_30050	3073531	3075165	1635
ytfP	BSU_30060	3075367	3076629	1263
opuD	BSU_30070	3076818	3078356	1539
yteV	BSU_30080	3078393	3078575	183
rmgU	BSU_30090	3078643	3079311	669
rmgT	BSU_30100	3079333	3080619	1287
rmgS	BSU_30110	3080631	3081134	504
rmgQ	BSU_30120	3081131	3082252	1122
rmgP	BSU_30135	3082260	3083225	966
rmgR	BSU_30150	3083441	3085759	2319
ytcQ	BSU_30160	3085800	3087296	1497
ytcP	BSU_30170	3087321	3088181	861
ytbQ	BSU_30180	3088388	3089149	762
bioI	BSU_30190	3089226	3090413	1188
bioB	BSU_30200	3090482	3091489	1008
bioD	BSU_30210	3091492	3092187	696
bioFC	BSU_30220	3092184	3093353	1170
bioK	BSU_30230	3093343	3094689	1347
bioW	BSU_30240	3094679	3095455	777
ytaP	BSU_30250	3095665	3096564	900
msmR	BSU_30260	3096782	3097816	1035
msmE	BSU_30270	3097850	3099130	1281
msmF	BSU_30280	3099123	3100034	912
msmG	BSU_30290	3100031	3100861	831
melA	BSU_30300	3100881	3102179	1299
ytwF	BSU_30310	3102201	3102512	312
leuS	BSU_30320	3102629	3105043	2415
ytvB	BSU_30330	3105470	3105805	336
blrA	BSU_30340	3106210	3106995	786
yttB	BSU_30350	3107232	3108425	1194
yttA	BSU_30360	3108614	3109360	747
bceB	BSU_30370	3109397	3111337	1941
bceA	BSU_30380	3111327	3112088	762
bceS	BSU_30390	3112190	3113194	1005
bceR	BSU_30400	3113187	3113882	696
ytrF	BSU_30410	3113979	3115289	1311
ytrE	BSU_30420	3115279	3115974	696
ytrD	BSU_30430	3115989	3116966	978
ytrC	BSU_30440	3116996	3117982	987
ytrB	BSU_30450	3117976	3118854	879
ytrA	BSU_30460	3118847	3119239	393
ytzC	BSU_30470	3119565	3119837	273
ytqA	BSU_30480	3119999	3120967	969
ytqB	BSU_30490	3120964	3121548	585
tbcS	BSU_30500	3121538	3122641	1104
ytpA	BSU_30510	3122662	3123441	780
ytoA	BSU_30520	3123490	3124005	516
ytnA	BSU_30530	3124250	3125641	1392
asnB	BSU_30540	3125777	3127675	1899
metK	BSU_30550	3127825	3129027	1203
pckA	BSU_30560	3129530	3131113	1584
ytmB	BSU_30570	3131152	3131394	243
ytmA	BSU_30580	3131446	3132219	774
ytlA	BSU_30595	3132370	3133374	1005
ytlC	BSU_30610	3133387	3134169	783
ytlD	BSU_30620	3134144	3134956	813
rppG	BSU_30630	3134983	3135459	477
ytkC	BSU_30640	3135668	3136072	405
dps	BSU_30650	3136238	3136675	438
ytzI	BSU_30659	3136768	3136944	177
ytkA	BSU_30660	3136938	3137375	438
luxS	BSU_30670	3137495	3137968	474
ytjA	BSU_30680	3138097	3138324	228
ytiB	BSU_30690	3138321	3138884	564
rpmEB	BSU_30700	3138978	3139226	249
ythA	BSU_30710	3139431	3140762	1332
ythB	BSU_30720	3140806	3141846	1041
ytzL	BSU_30739	3141900	3142058	159
mntD	BSU_30740	3142077	3142964	888
mntC	BSU_30750	3142954	3144261	1308
mntB	BSU_30760	3144267	3145019	753
mntA	BSU_30770	3145038	3145958	921
menC	BSU_30780	3146238	3147353	1116
menE	BSU_30790	3147350	3148810	1461
menB	BSU_30800	3148901	3149716	816
menH	BSU_30810	3149751	3150575	825
menD	BSU_30820	3150563	3152305	1743
menF	BSU_30830	3152302	3153717	1416
yteA	BSU_30840	3154007	3154726	720
ytdA	BSU_30850	3154735	3155553	819
ytcA	BSU_30860	3155725	3157011	1287
ytcB	BSU_30870	3157008	3157958	951
ytcC	BSU_30880	3157961	3159184	1224
cotOO	BSU_30890	3159258	3159689	432
cotS	BSU_30900	3159691	3160746	1056
cotSA	BSU_30910	3160761	3161894	1134
cotI	BSU_30920	3162084	3163157	1074
ytaB	BSU_30930	3163237	3163704	468
glgP	BSU_30940	3163735	3166131	2397
glgA	BSU_30950	3166118	3167572	1455
glgD	BSU_30960	3167569	3168600	1032
glgC	BSU_30970	3168624	3169766	1143
glgB	BSU_30980	3169763	3171646	1884
thiT	BSU_30990	3179306	3179884	579
yuaI	BSU_31000	3179926	3180447	522
floT	BSU_31010	3180465	3181994	1530
nfeDB	BSU_31020	3182015	3182539	525
yuaE	BSU_31030	3182707	3183195	489
yuaD	BSU_31040	3183201	3183779	579
gbsB	BSU_31050	3183867	3185075	1209
gbsA	BSU_31060	3185092	3186564	1473
gbsR	BSU_31070	3186763	3187305	543
bslA	BSU_31080	3187503	3188048	546
ktrA	BSU_31090	3188414	3189082	669
ktrB	BSU_31100	3189089	3190426	1338
yubF	BSU_31110	3190462	3190725	264
lytG	BSU_31120	3190834	3191682	849
yubD	BSU_31130	3191843	3193378	1536
cdoA	BSU_31140	3193863	3194348	486
uppP	BSU_31150	3194635	3195465	831
yubA	BSU_31160	3195558	3196724	1167
iolU	BSU_31170	3196906	3197892	987
rhaA	BSU_31180	3197933	3199207	1275
rhaM	BSU_31190	3199233	3199547	315
rhaB	BSU_31200	3199565	3201022	1458
rhaR	BSU_31210	3201027	3201803	777
rhaE	BSU_31220	3201860	3203929	2070
tlpB	BSU_31230	3204067	3206055	1989
mcpA	BSU_31240	3206169	3208154	1986
tlpA	BSU_31250	3208280	3210268	1989
mcpB	BSU_31260	3210445	3212433	1989
tgl	BSU_31270	3212591	3213328	738
yuzH	BSU_31279	3213342	3213596	255
yugU	BSU_31280	3213854	3214252	399
yugT	BSU_31290	3214372	3216036	1665
yugS	BSU_31300	3216163	3217452	1290
yugP	BSU_31310	3217496	3218173	678
yuzI	BSU_31319	3218215	3218478	264
mstX	BSU_31321	3218525	3218857	333
kbfO	BSU_31322	3218854	3219840	987
yugN	BSU_31330	3219837	3220241	405
yugM	BSU_31340	3220301	3220672	372
pgi	BSU_31350	3220731	3222083	1353
bdhK	BSU_31360	3222195	3223367	1173
bdhJ	BSU_31370	3223471	3224634	1164
yuzA	BSU_31380	3224864	3225100	237
yugI	BSU_31390	3225178	3225570	393
yugH	BSU_31400	3225772	3226932	1161
yugG	BSU_31410	3226933	3227433	501
yugF	BSU_31420	3227581	3228402	822
yugE	BSU_31430	3228431	3228691	261
patB	BSU_31440	3228778	3229941	1164
kinB	BSU_31450	3230067	3231353	1287
kapB	BSU_31460	3231399	3231785	387
kapD	BSU_31470	3231812	3232429	618
yuxJ	BSU_31480	3232640	3233818	1179
pbpD	BSU_31490	3233911	3235785	1875
yuxK	BSU_31500	3235806	3236219	414
yufK	BSU_31510	3236422	3236979	558
maeL	BSU_31520	3237157	3238758	1602
maeM	BSU_31530	3238751	3239458	708
nupN	BSU_31540	3239930	3241009	1080
nupO	BSU_31550	3241085	3242617	1533
nupP	BSU_31560	3242610	3243656	1047
nupQ	BSU_31570	3243657	3244616	960
maeN	BSU_31580	3244770	3246116	1347
yufS	BSU_31590	3246152	3246367	216
mrpA	BSU_31600	3246598	3249003	2406
mrpB	BSU_31610	3248996	3249427	432
mrpC	BSU_31620	3249427	3249768	342
mrpD	BSU_31630	3249761	3251242	1482
mrpE	BSU_31640	3251248	3251724	477
mrpF	BSU_31650	3251724	3252008	285
mrpG	BSU_31660	3251992	3252366	375
yuxO	BSU_31670	3252405	3252785	381
comA	BSU_31680	3252804	3253448	645
comP	BSU_31690	3253529	3255838	2310
comX	BSU_31700	3255853	3256020	168
comQ	BSU_31710	3256008	3256907	900
degQ	BSU_31720	3257092	3257232	141
cotIC	BSU_31730	3257693	3258061	369
pdeH	BSU_31740	3258037	3259266	1230
pncB	BSU_31750	3259403	3260875	1473
pncA	BSU_31760	3260891	3261442	552
yueI	BSU_31770	3261539	3261937	399
yueH	BSU_31780	3262009	3262257	249
yueG	BSU_31790	3262330	3262551	222
yueF	BSU_31800	3262611	3263720	1110
yuzE	BSU_31810	3263835	3264224	390
yuzF	BSU_31820	3264265	3264501	237
yueE	BSU_31830	3264678	3265208	531
bznD	BSU_31840	3265406	3266137	732
yueC	BSU_31850	3266200	3266655	456
yueB	BSU_31860	3266687	3269917	3231
yukAB	BSU_31875	3269914	3274401	4488
yukC	BSU_31890	3274462	3275817	1356
yukD	BSU_31900	3275832	3276071	240
yukE	BSU_31910	3276141	3276434	294
adeR	BSU_31920	3276955	3278223	1269
ald	BSU_31930	3278325	3279461	1137
yukJ	BSU_31945	3279573	3280250	678
mbtH	BSU_31959	3280294	3280503	210
dhbF	BSU_31960	3280519	3287655	7137
dhbB	BSU_31970	3287675	3288613	939
dhbE	BSU_31980	3288641	3290260	1620
dhbC	BSU_31990	3290289	3291485	1197
dhbA	BSU_32000	3291511	3292296	786
besA	BSU_32010	3292490	3293359	870
yuiH	BSU_32020	3293573	3294169	597
bioYB	BSU_32030	3294270	3294872	603
hisP	BSU_32040	3294942	3296270	1329
pepA	BSU_32050	3296417	3297919	1503
yuiD	BSU_32060	3298077	3298553	477
spsC	BSU_32070	3298584	3299240	657
yuiB	BSU_32080	3299344	3299664	321
yuiA	BSU_32090	3299718	3299861	144
yumB	BSU_32100	3300034	3301254	1221
trxBB	BSU_32110	3301586	3302584	999
yuzG	BSU_32120	3302623	3302763	141
guaC	BSU_32130	3303042	3304022	981
paiB	BSU_32140	3304096	3304719	624
paiA	BSU_32150	3304743	3305261	519
sufA	BSU_32160	3305599	3305961	363
dapF	BSU_32170	3306040	3306894	855
yutK	BSU_32180	3307017	3308231	1215
yuzB	BSU_32190	3308368	3308604	237
yutJ	BSU_32200	3308867	3309934	1068
yuzD	BSU_32210	3309960	3310286	327
yutI	BSU_32220	3310386	3310721	336
yuxL	BSU_32230	3310763	3312736	1974
thrB	BSU_32240	3312844	3313773	930
thrC	BSU_32250	3313770	3314828	1059
hom	BSU_32260	3314828	3316129	1302
cotNH	BSU_32270	3316330	3317349	1020
yutG	BSU_32280	3317502	3318002	501
nucF	BSU_32290	3318029	3318799	771
yutE	BSU_32300	3318828	3319262	435
